item,game,store_page,kind,label,definition,your_verdict,note
R0358,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Controller support,The game can be played with a gamepad or controller.,,
R0359,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0360,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,primary genre,Roguelike,,,
R0361,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Shooter gameplay,A substantial part of the core gameplay loop centers on player-directed ranged weapon aiming/firing or projectile combat.,,
R0362,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Online multiplayer,Players can play together over the internet.,,
R0363,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Psychological,"Explores mental states, perception or unreliable reality.",,
R0364,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Third-person gameplay perspective,"The primary gameplay camera shows the controlled character from an external camera, commonly behind, above, or around the character.",,
R0365,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Character customization,"The player adjusts a character's appearance, class or attributes.",,
R0366,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Player versus environment,"Players face computer-controlled opposition, alone or together.",,
R0367,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Mods or player-made content,"Players can create, share or install mods, levels or other user-generated content.",,
R0368,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Family friendly,Suitable for children and family play.,,
R0369,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Linear levels or stages,"Progression runs mainly through discrete, largely linear levels, stages or missions.",,
R0370,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Non-human protagonist,"The main playable character is an animal, robot, creature or other non-human.",,
R0371,Geometry Dash,https://store.steampowered.com/app/322170,primary genre,Rhythm Game,"Inputs synchronized to beats, musical phrases, or rhythmic cues are the central challenge.",,
R0372,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Dark atmospheric visuals,"Dim lighting, heavy shadow or a desaturated palette dominate.",,
R0373,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Building and construction,"The player constructs structures, bases, rooms or environments.",,
R0374,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Minimalist style,"Simplified, clean visuals with few elements and flat shapes.",,
R0375,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Daily rewards or quests,Incentives for logging in or playing every day.,,
R0376,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Minimal or no story,The game has little or no authored plot; play is not organised around a story.,,
R0377,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Single-player mode,The game can be played by one person alone.,,
R0378,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Rhythm gameplay,"Actions are timed to music, beats or audio cues as a core challenge.",,
R0379,Geometry Dash,https://store.steampowered.com/app/322170,attribute,Platformer gameplay,"Precise movement across platforms, gaps, hazards, or traversal challenges centered on jumping and spatial movement forms a substantial part of the core gameplay.",,
R0380,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Strategy gameplay,"Planning, positioning, resource allocation or tactical decisions are a substantial part of play.",,
R0381,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Multiplayer,The game includes a mode in which multiple human players participate in the same gameplay session or shared play experience.,,
R0382,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,primary genre,Battle Royale,Many competitors enter a shared match whose central goal is to be the last survivor or team.,,
R0383,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Action gameplay,"Reflexes, timing and real-time execution are a substantial part of the challenge.",,
R0384,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Epic scale,"A grand, large-scale adventure or conflict with high stakes.",,
R0385,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,3D graphics,Gameplay is rendered primarily with three-dimensional graphics.,,
R0386,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Online multiplayer,Players can play together over the internet.,,
R0387,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Massively multiplayer,Large numbers of players share the same world or servers at once.,,
R0388,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0389,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Drivable vehicles,"The player drives, rides or pilots vehicles, mounts or craft.",,
R0390,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Real-time combat,"Combat actions and enemy behavior unfold continuously in real time and require active timing, movement, aiming, or immediate input during encounters.",,
R0391,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Crafting,"The player can intentionally create items, equipment, consumables, structures, or upgrades by combining or transforming resources/components through a game system.",,
R0392,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Battle pass,A seasonal progression track with tiered rewards.,,
R0393,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Female protagonist,A female lead character is the main or default protagonist.,,
R0394,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Realistic visual style,"Gameplay rendering primarily pursues physically plausible proportions, materials, lighting, environments, and character depiction rather than overt abstraction or cartoon stylization.",,
R0395,PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080,attribute,Exploration gameplay,Discovering and traversing unknown places is a primary motivation of play.,,
R0396,Valheim,https://store.steampowered.com/app/892970,attribute,Online multiplayer,Players can play together over the internet.,,
R0397,Valheim,https://store.steampowered.com/app/892970,attribute,Subtitle options,Subtitles or captions are available.,,
R0398,Valheim,https://store.steampowered.com/app/892970,attribute,Single-player mode,The game can be played by one person alone.,,
R0399,Valheim,https://store.steampowered.com/app/892970,attribute,Crafting,"The player can intentionally create items, equipment, consumables, structures, or upgrades by combining or transforming resources/components through a game system.",,
R0400,Valheim,https://store.steampowered.com/app/892970,attribute,Drivable vehicles,"The player drives, rides or pilots vehicles, mounts or craft.",,
R0401,Valheim,https://store.steampowered.com/app/892970,attribute,Third-person gameplay perspective,"The primary gameplay camera shows the controlled character from an external camera, commonly behind, above, or around the character.",,
R0402,Valheim,https://store.steampowered.com/app/892970,attribute,Difficulty options,The player can choose or adjust difficulty.,,
R0403,Valheim,https://store.steampowered.com/app/892970,attribute,Controller support,The game can be played with a gamepad or controller.,,
R0404,Valheim,https://store.steampowered.com/app/892970,attribute,Ranged combat,"The player directly attacks targets at range using projectiles, firearms, bows, spells, thrown weapons, or equivalent ranged actions.",,
R0405,Valheim,https://store.steampowered.com/app/892970,attribute,Base or settlement building,"The player builds and maintains a persistent home base, camp or settlement.",,
R0406,Valheim,https://store.steampowered.com/app/892970,primary genre,Open World Survival Craft,Open-ended world exploration combines ongoing survival pressures with gathering and construction.,,
R0407,Valheim,https://store.steampowered.com/app/892970,primary genre,Survival,Maintaining existence against environmental or resource pressures is the main progression loop.,,
R0408,Valheim,https://store.steampowered.com/app/892970,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0409,Valheim,https://store.steampowered.com/app/892970,attribute,Realistic visual style,"Gameplay rendering primarily pursues physically plausible proportions, materials, lighting, environments, and character depiction rather than overt abstraction or cartoon stylization.",,
R0410,Valheim,https://store.steampowered.com/app/892970,attribute,Survival against the odds,Enduring a desperate situation is a central narrative theme.,,
R0411,Valheim,https://store.steampowered.com/app/892970,attribute,Cloud saves,Save data can sync through an online service.,,
R0412,Valheim,https://store.steampowered.com/app/892970,attribute,Action gameplay,"Reflexes, timing and real-time execution are a substantial part of the challenge.",,
R0413,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Online multiplayer,Players can play together over the internet.,,
R0414,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Daily rewards or quests,Incentives for logging in or playing every day.,,
R0415,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Ranged combat,"The player directly attacks targets at range using projectiles, firearms, bows, spells, thrown weapons, or equivalent ranged actions.",,
R0416,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0417,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Guilds or clans,Players can form persistent groups with shared goals or rewards.,,
R0418,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Multiple playable characters,"Several distinct characters can be played, by switching or across the story.",,
R0419,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,primary genre,Battle Royale,Many competitors enter a shared match whose central goal is to be the last survivor or team.,,
R0420,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Survival against the odds,Enduring a desperate situation is a central narrative theme.,,
R0421,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Combo system,"Chaining attacks or actions in sequence gives extra damage, score or effects.",,
R0422,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Experience and levels,The player character or units gain experience points and levels that increase capability.,,
R0423,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Fighting gameplay,"Direct one-on-one or small-group duels with move sets, combos and special attacks.",,
R0424,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Wilderness,"Much of the game takes place in untamed nature such as forests, mountains or islands.",,
R0425,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Exploration gameplay,Discovering and traversing unknown places is a primary motivation of play.,,
R0426,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Battle pass,A seasonal progression track with tiered rewards.,,
R0427,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Vibrant colours,"A saturated, colourful palette dominates.",,
R0428,NARAKA: BLADEPOINT,https://store.steampowered.com/app/1203220,attribute,Mature content,"Intended for adults because of violence, sexual content, language or disturbing themes.",,
R0429,Rust,https://store.steampowered.com/app/252490,attribute,Premium purchase,A one-time purchase is required to play.,,
R0430,Rust,https://store.steampowered.com/app/252490,attribute,Equipment and loadouts,"Gear, weapons or loadouts the player equips change stats or play style.",,
R0431,Rust,https://store.steampowered.com/app/252490,attribute,Quests and missions,"The player takes on structured objectives such as quests, missions or contracts.",,
R0432,Rust,https://store.steampowered.com/app/252490,attribute,Strategy gameplay,"Planning, positioning, resource allocation or tactical decisions are a substantial part of play.",,
R0433,Rust,https://store.steampowered.com/app/252490,attribute,Wilderness,"Much of the game takes place in untamed nature such as forests, mountains or islands.",,
R0434,Rust,https://store.steampowered.com/app/252490,attribute,Graphic violence,"Violence is depicted graphically, for example with blood or gore.",,
R0435,Rust,https://store.steampowered.com/app/252490,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0436,Rust,https://store.steampowered.com/app/252490,attribute,Dark or grim tone,"A bleak, grim or mature atmosphere dominates.",,
R0437,Rust,https://store.steampowered.com/app/252490,attribute,Drivable vehicles,"The player drives, rides or pilots vehicles, mounts or craft.",,
R0438,Rust,https://store.steampowered.com/app/252490,attribute,Live events,"Limited-time events, seasons or rotating content with exclusive rewards.",,
R0439,Rust,https://store.steampowered.com/app/252490,primary genre,Open World Survival Craft,Open-ended world exploration combines ongoing survival pressures with gathering and construction.,,
R0440,Rust,https://store.steampowered.com/app/252490,attribute,Online multiplayer,Players can play together over the internet.,,
R0441,Rust,https://store.steampowered.com/app/252490,attribute,First-person gameplay perspective,The player's primary gameplay camera represents the controlled character's eye-level point of view rather than showing the controlled body from outside.,,
R0442,Rust,https://store.steampowered.com/app/252490,attribute,Base or settlement building,"The player builds and maintains a persistent home base, camp or settlement.",,
R0443,Rust,https://store.steampowered.com/app/252490,attribute,Real-time combat,"Combat actions and enemy behavior unfold continuously in real time and require active timing, movement, aiming, or immediate input during encounters.",,
R0444,Rust,https://store.steampowered.com/app/252490,attribute,Guilds or clans,Players can form persistent groups with shared goals or rewards.,,
R0445,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Role-playing gameplay,"Character progression, stats, equipment/build choices, abilities, or role-playing systems materially shape player power and play style over time.",,
R0446,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Vibrant colours,"A saturated, colourful palette dominates.",,
R0447,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Spectating or streaming features,"Built-in spectator, replay-sharing or streaming features.",,
R0448,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Suspense and tension,"Sustained tension, danger and high stakes drive the experience.",,
R0449,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Experience and levels,The player character or units gain experience points and levels that increase capability.,,
R0450,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0451,Baldur's Gate 3,https://store.steampowered.com/app/1086940,primary genre,Tactical RPG,Persistent role-playing characters develop through position-sensitive tactical battles.,,
R0452,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Difficulty options,The player can choose or adjust difficulty.,,
R0453,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Quests and missions,"The player takes on structured objectives such as quests, missions or contracts.",,
R0454,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Emotional drama,Character-focused storytelling aimed at emotional impact.,,
R0455,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,3D graphics,Gameplay is rendered primarily with three-dimensional graphics.,,
R0456,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Subtitle options,Subtitles or captions are available.,,
R0457,Baldur's Gate 3,https://store.steampowered.com/app/1086940,primary genre,Turn-Based RPG,Role-playing progression is organized around explicitly sequenced combat turns.,,
R0458,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Player versus environment,"Players face computer-controlled opposition, alone or together.",,
R0459,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Urban environments,Much of the game takes place in cities or metropolitan environments.,,
R0460,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Control remapping,Controls can be remapped or customised.,,
R0461,Baldur's Gate 3,https://store.steampowered.com/app/1086940,attribute,Non-human protagonist,"The main playable character is an animal, robot, creature or other non-human.",,
R0462,Delta Force,https://store.steampowered.com/app/2507950,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0463,Delta Force,https://store.steampowered.com/app/2507950,attribute,Real-time combat,"Combat actions and enemy behavior unfold continuously in real time and require active timing, movement, aiming, or immediate input during encounters.",,
R0464,Delta Force,https://store.steampowered.com/app/2507950,attribute,Epic scale,"A grand, large-scale adventure or conflict with high stakes.",,
R0465,Delta Force,https://store.steampowered.com/app/2507950,attribute,Base or settlement building,"The player builds and maintains a persistent home base, camp or settlement.",,
R0466,Delta Force,https://store.steampowered.com/app/2507950,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0467,Delta Force,https://store.steampowered.com/app/2507950,attribute,Boss battles,Climactic encounters against powerful unique enemies.,,
R0468,Delta Force,https://store.steampowered.com/app/2507950,primary genre,First-Person Shooter,Gunplay primarily viewed through the controlled character's eyes.,,
R0469,Delta Force,https://store.steampowered.com/app/2507950,attribute,Player-to-player trading,Players can exchange items or currency with each other.,,
R0470,Delta Force,https://store.steampowered.com/app/2507950,attribute,Online multiplayer,Players can play together over the internet.,,
R0471,Delta Force,https://store.steampowered.com/app/2507950,primary genre,Extraction Shooter,Armed raids revolve around acquiring valuables and surviving an extraction.,,
R0472,Delta Force,https://store.steampowered.com/app/2507950,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0473,Delta Force,https://store.steampowered.com/app/2507950,attribute,Player-created protagonist,"The player creates their own protagonist, choosing appearance or attributes.",,
R0474,Delta Force,https://store.steampowered.com/app/2507950,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0475,Delta Force,https://store.steampowered.com/app/2507950,attribute,Experience and levels,The player character or units gain experience points and levels that increase capability.,,
R0476,Delta Force,https://store.steampowered.com/app/2507950,attribute,Ranged combat,"The player directly attacks targets at range using projectiles, firearms, bows, spells, thrown weapons, or equivalent ranged actions.",,
R0477,Delta Force,https://store.steampowered.com/app/2507950,attribute,Achievements,Milestone rewards or trophies for completing specific challenges.,,
R0478,Delta Force,https://store.steampowered.com/app/2507950,attribute,Shooter gameplay,A substantial part of the core gameplay loop centers on player-directed ranged weapon aiming/firing or projectile combat.,,
R0479,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Action gameplay,"Reflexes, timing and real-time execution are a substantial part of the challenge.",,
R0480,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Fighting gameplay,"Direct one-on-one or small-group duels with move sets, combos and special attacks.",,
R0481,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Gacha or loot boxes,"Randomised reward draws such as gacha pulls or loot boxes, often purchasable.",,
R0482,Apex Legends™,https://store.steampowered.com/app/1172470,primary genre,Battle Royale,Many competitors enter a shared match whose central goal is to be the last survivor or team.,,
R0483,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Adventure gameplay,"Exploring places, meeting characters and progressing a story or quest structure is a substantial part of play.",,
R0484,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Shooter gameplay,A substantial part of the core gameplay loop centers on player-directed ranged weapon aiming/firing or projectile combat.,,
R0485,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Touch controls,The game is designed to be played with touch input.,,
R0486,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Daily rewards or quests,Incentives for logging in or playing every day.,,
R0487,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Real-time combat,"Combat actions and enemy behavior unfold continuously in real time and require active timing, movement, aiming, or immediate input during encounters.",,
R0488,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0489,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Online multiplayer,Players can play together over the internet.,,
R0490,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Procedural generation,"Meaningful game content such as levels, maps, encounters, worlds, or layouts is algorithmically generated or regenerated rather than entirely authored as a fixed layout.",,
R0491,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Non-human protagonist,"The main playable character is an animal, robot, creature or other non-human.",,
R0492,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Wilderness,"Much of the game takes place in untamed nature such as forests, mountains or islands.",,
R0493,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0494,Apex Legends™,https://store.steampowered.com/app/1172470,attribute,3D graphics,Gameplay is rendered primarily with three-dimensional graphics.,,
